stop_pct,tp_pct,trades,total_return_pct,win_rate,mean_trade_bps,ci_lo_bps,ci_hi_bps,sharpe,max_dd_pct,profit_factor
0.5,0.0,2059,-90.89551009087326,0.37979601748421565,-10.615605950764193,-13.177780768115877,-7.975759555582861,-1.678911153235472,-91.66991057263922,0.6421004914852134
0.5,0.5,2068,-85.45137792699335,0.4700193423597679,-9.902462011210437,-11.845035367393262,-7.934503459938943,-2.892010817791444,-85.64154949900113,0.6048477016759086
0.5,1.0,2064,-88.62300587036516,0.3997093023255814,-10.329111688844124,-12.688753831975447,-7.976591450686323,-2.1743671017920776,-88.91548845670405,0.6398750646348654
0.5,2.0,2061,-86.02795430384053,0.38330907326540514,-9.898133932122905,-12.522043978290375,-7.284121508740919,-1.826965652342584,-86.84160065634609,0.6597935658180519
0.5,3.0,2059,-88.30749230574403,0.38076736279747453,-10.238527108831812,-12.836096655986571,-7.552315538905091,-1.6903776862298423,-89.45945055350695,0.6517882670451093
1.0,0.0,2048,-116.84377224042983,0.50830078125,-10.853484213586636,-14.404374233731406,-7.279686587983822,-0.03974001717663158,-118.45204568809757,0.6685253721529162
1.0,0.5,2061,-118.54026165150388,0.5900048520135857,-10.56581939490437,-13.247183853171626,-7.852123153848705,0.3479846885339681,-118.73650001027126,0.5899272569406038
1.0,1.0,2054,-117.97006267574743,0.5296981499513145,-10.625676275161434,-13.767027123752303,-7.516135253884704,0.4069444549948649,-118.22092299515612,0.6496825702090373
1.0,2.0,2050,-114.26695696432749,0.5107317073170732,-10.411810398213364,-13.832869837437794,-6.848113326334522,0.5302210471231052,-115.14438910695483,0.6751908414538715
1.0,3.0,2048,-115.33038990928432,0.5087890625,-10.631797348672741,-14.183004947081578,-7.0791562903843985,0.357608691150473,-116.54785872146687,0.6724936617322252
1.5,0.0,2040,-150.99233193735023,0.5509803921568628,-10.98813002344647,-15.178278670546257,-6.821747326002476,-0.011622458192833413,-154.88498606184837,0.6327313535935953
1.5,0.5,2054,-147.42712727075778,0.6270691333982473,-10.615830503319083,-13.761688762665582,-7.474071864726416,0.2073149019290589,-148.56960042163837,0.5538117586751666
1.5,1.0,2046,-152.26572623028903,0.5694037145650049,-11.058209411300735,-14.747114646172621,-7.405288960358552,-0.10720607538242459,-154.21351437742925,0.6093582307790496
1.5,2.0,2042,-151.03669565049395,0.5523996082272282,-10.91957003214973,-14.970610944578663,-6.86160469148775,0.37046513940860054,-154.19494914261625,0.6320374795769444
1.5,3.0,2040,-150.34070625512916,0.5514705882352942,-10.892302717237488,-15.062450867944143,-6.697781144487135,-0.4470665845361579,-153.84157279802707,0.6338564276532093
2.0,0.0,2035,-175.26750050516986,0.5656019656019656,-11.05076039410996,-15.713282549129554,-6.406444914178311,0.0061950727447535065,-178.78755049468208,0.6090508338285813
2.0,0.5,2051,-163.97777367436686,0.6387128230131643,-10.611218170708385,-13.987902599225865,-7.196417233215585,0.34631818861548685,-164.85603480154413,0.5346124025507832
2.0,1.0,2041,-175.88288034488582,0.5830475257226849,-11.23227044481818,-15.212670415424487,-7.172958512664912,0.21691187861945624,-177.45914824402098,0.5820695087363498
2.0,2.0,2037,-178.10813427680432,0.5665193912616593,-11.51959719863112,-16.01066698985034,-7.049573853337764,0.30771670060665435,-180.88917759421602,0.6011216194239336
2.0,3.0,2035,-177.27149032298388,0.5660933660933661,-11.34618886848058,-15.85307848152195,-6.872345448453889,-0.34341192269413684,-180.39537837855124,0.6039774265378365
3.0,0.0,2028,-180.0098792091952,0.5744575936883629,-9.63834791567915,-14.62803916050698,-4.544456762251874,0.6212183752307657,-182.8568817689155,0.6091342024146613
3.0,0.5,2047,-165.18575929435414,0.6438690766976063,-9.518881488097952,-13.28844478439009,-5.864610762171917,0.006862658663947199,-165.7256409191743,0.535887830088312
3.0,1.0,2035,-180.50251999391807,0.5901719901719902,-10.075845827658414,-14.488879147082443,-5.8031862518836315,-0.3124395038603403,-181.40594264007223,0.5805227958911058
3.0,2.0,2030,-184.3085642094533,0.5748768472906404,-10.173900560084586,-15.163523035044756,-5.4609471897204065,0.3472618666066481,-186.41415838273946,0.5988501870738184
3.0,3.0,2028,-181.56248070111766,0.5749506903353058,-9.876766898154726,-14.735220077831116,-4.923329502116305,0.3498743399459229,-184.0140648575666,0.6048911572640682
5.0,0.0,2026,-190.21282845381887,0.5789733464955578,-7.464931827773463,-12.605845735713693,-2.358541518127695,-0.6036230016998758,-192.6164134314241,0.5989354970341821
5.0,0.5,2045,-166.12361657403775,0.6459657701711491,-8.020395847936403,-11.837390229760086,-4.309002038452871,0.23429263558799482,-165.99554691964832,0.5356499092202144
5.0,1.0,2033,-186.91910802383074,0.5932120019675357,-8.2093016541696,-12.701001839116783,-3.668586301814284,-0.24629827759697015,-187.38535001413308,0.5737856370102984
5.0,2.0,2028,-193.0882389722816,0.5793885601577909,-7.804544667773373,-12.791659119988836,-2.8715717260955893,0.0753127609502777,-194.75275999323424,0.5907817181511504
5.0,3.0,2026,-191.09909661240795,0.579466929911155,-7.604918844782576,-12.641599461787958,-2.616716589606422,-0.13777880648412053,-193.10836077665246,0.5956322791969555
