side,symbol,entry_ts,exit_ts,tranches,shares,avg_cost,exit_price,pnl,ret,reason,hold_minutes,max_adverse_pct,gap_fill
long_tqqq,TQQQ,2026-06-08 10:02:00-04:00,2026-06-08 10:09:00-04:00,1,438.9548747804402,75.93795,76.26185,142.17748394138226,0.0042653245182415755,score_neutral,7,-0.005767208622302844,False
long_sqqq,SQQQ,2026-06-08 10:43:00-04:00,2026-06-08 11:06:00-04:00,1,815.7853818764793,40.86042,40.0231899942,-682.9999999999959,-0.020489999999999897,stop,23,-0.020200967097254496,False
long_tqqq,TQQQ,2026-06-09 10:56:00-04:00,2026-06-09 11:28:00-04:00,3,1356.9538920049408,73.69447155809173,72.18447183586643,-2049.0000000000036,-0.020490000000000008,stop,32,-0.024078760870046456,False
long_tqqq,TQQQ,2026-06-10 15:16:00-04:00,2026-06-10 15:37:00-04:00,1,479.3766186451138,69.53475,70.054955,249.37411390228345,0.007481223417068472,score_neutral,21,-0.007690399404614245,False
long_sqqq,SQQQ,2026-06-11 15:26:00-04:00,2026-06-11 15:59:00-04:00,2,1630.0454207356665,40.89865584026418,40.79959,-161.48181927395976,-0.0024222272891093466,session_end,33,-0.017502184509203378,False
long_sqqq,SQQQ,2026-06-12 11:32:00-04:00,2026-06-12 11:40:00-04:00,1,838.3662555570058,39.75987,40.09994,285.1032125272686,0.008553096375818026,score_neutral,8,-0.0027633390149414128,False
long_sqqq,SQQQ,2026-06-15 09:39:00-04:00,2026-06-15 11:50:00-04:00,1,899.9642084234308,37.03851,36.27959093010001,-682.999999999996,-0.020489999999999897,stop,131,-0.020208966289410712,False
long_tqqq,TQQQ,2026-06-17 15:52:00-04:00,2026-06-17 15:59:00-04:00,1,432.1228922935851,77.13855,77.451255,135.1269890346691,0.004053809671040076,session_end,7,-0.0024443031402585635,False
long_sqqq,SQQQ,2026-06-22 09:57:00-04:00,2026-06-22 10:17:00-04:00,1,924.436043169684,36.05802,36.191895,123.7588752793445,0.00371276625838024,score_neutral,20,-0.006878358822808295,False
long_tqqq,TQQQ,2026-06-23 09:37:00-04:00,2026-06-23 09:51:00-04:00,1,445.70802670013927,74.787375,76.24498093875,649.6666666666696,0.019490000000000007,target,14,-0.0004997501249375258,False
long_tqqq,TQQQ,2026-06-23 14:51:00-04:00,2026-06-23 15:04:00-04:00,1,447.32377813957316,74.51724,74.94251000000001,190.23338312942155,0.005707001493882702,score_neutral,13,-0.008014789597682315,False
long_tqqq,TQQQ,2026-06-24 13:00:00-04:00,2026-06-24 13:28:00-04:00,1,450.4688344488293,73.99698,72.4807818798,-682.9999999999945,-0.020489999999999786,stop,28,-0.02131141027647332,False
long_tqqq,TQQQ,2026-06-24 14:58:00-04:00,2026-06-24 15:29:00-04:00,2,925.8568475111128,72.00537193830763,72.20388,183.7900482040349,0.0027568507230604222,score_neutral,31,-0.008962830424104617,False
long_tqqq,TQQQ,2026-06-26 09:42:00-04:00,2026-06-26 09:56:00-04:00,1,467.47123608580625,71.305635,72.42377,522.6959505608074,0.015680878516824315,score_neutral,14,-0.0023228879456721474,False
long_sqqq,SQQQ,2026-06-30 09:44:00-04:00,2026-06-30 10:23:00-04:00,2,1777.611790710107,37.50350161664666,36.735054868521566,-1366.000000000006,-0.02049000000000012,stop,39,-0.020491463023963208,False
long_sqqq,SQQQ,2026-06-30 11:47:00-04:00,2026-06-30 13:50:00-04:00,3,2735.880488606166,36.55130420223379,36.321830000000006,-627.8139925298682,-0.006278139925298687,score_neutral,123,-0.00988485117342841,False
long_sqqq,SQQQ,2026-06-30 15:21:00-04:00,2026-06-30 15:36:00-04:00,1,922.644004315575,36.128054999999996,36.151915,22.01428594297535,0.000660428578289185,score_neutral,15,-0.0011917331281741106,False
long_tqqq,TQQQ,2026-07-02 10:55:00-04:00,2026-07-02 11:36:00-04:00,2,890.5920066445537,74.85657424418604,75.272345,370.282111724483,0.005554231675867216,score_neutral,41,-0.013179527037502026,False
long_tqqq,TQQQ,2026-07-02 12:41:00-04:00,2026-07-02 13:58:00-04:00,1,454.9593745163923,73.266615,71.76538205865,-682.9999999999985,-0.020490000000000008,stop,77,-0.02097292197817513,False
long_tqqq,TQQQ,2026-07-07 09:45:00-04:00,2026-07-07 10:11:00-04:00,2,905.6849473837883,73.60911413979406,72.10086339106968,-1365.9999999999984,-0.020490000000000008,stop,26,-0.020365876662325144,False
long_tqqq,TQQQ,2026-07-07 15:25:00-04:00,2026-07-07 15:54:00-04:00,1,465.70694710421316,71.57577,71.954005,176.14666713795714,0.005284400014138768,score_neutral,29,-0.0035734159758255,False
long_tqqq,TQQQ,2026-07-08 11:34:00-04:00,2026-07-08 12:04:00-04:00,1,476.0885252334297,70.01499,70.274845,123.7139837245337,0.003711419511736036,score_neutral,30,-0.0044988937368982684,False
long_sqqq,SQQQ,2026-07-09 10:04:00-04:00,2026-07-09 10:15:00-04:00,1,870.6827386864082,38.2841325,39.030290242425004,649.6666666666712,0.01949000000000023,target,11,-0.001544569411361163,False
long_sqqq,SQQQ,2026-07-09 13:18:00-04:00,2026-07-09 13:58:00-04:00,2,1753.1638056529914,38.0264904236006,38.0259775,-0.8992390916294648,-1.3488586374399425e-05,score_neutral,40,-0.0027337107149816298,False
long_tqqq,TQQQ,2026-07-13 09:58:00-04:00,2026-07-13 10:24:00-04:00,1,452.6107185957806,73.646805,74.16290000000001,233.5901288136926,0.0070077038644107414,score_neutral,26,-0.010276141646606396,False
long_tqqq,TQQQ,2026-07-15 12:14:00-04:00,2026-07-15 12:50:00-04:00,1,458.27613474326563,72.73635,72.813575,35.390374505548024,0.001061711235166518,score_neutral,36,-0.009161169071585373,False
long_tqqq,TQQQ,2026-07-16 09:56:00-04:00,2026-07-16 10:06:00-04:00,2,933.6326434790016,71.40567238335434,72.40378,931.8658526054085,0.013977987789081103,score_neutral,10,-0.0007799576522364848,False
long_tqqq,TQQQ,2026-07-16 15:25:00-04:00,2026-07-16 15:55:00-04:00,2,949.397621621501,70.21996384697584,70.574695,336.7809129961916,0.005051713694942839,score_neutral,30,-0.008819437748399661,False
long_tqqq,TQQQ,2026-07-17 09:39:00-04:00,2026-07-17 09:58:00-04:00,1,509.1567967576284,65.46771749999999,66.743683314075,649.6666666666705,0.01949000000000023,target,19,-0.008442596154356274,False
long_tqqq,TQQQ,2026-07-17 15:25:00-04:00,2026-07-17 15:30:00-04:00,1,495.3415848325217,67.29363000000001,67.7661,234.0340385858151,0.007021021157574525,score_neutral,5,-0.0021343773548848644,False
long_tqqq,TQQQ,2026-07-23 09:37:00-04:00,2026-07-23 10:51:00-04:00,1,492.8502218318848,67.6338,66.24798343799999,-683.000000000001,-0.020490000000000008,stop,74,-0.02193873477462438,False
long_tqqq,TQQQ,2026-07-24 10:06:00-04:00,2026-07-24 10:55:00-04:00,1,515.6581797838634,64.642305,64.60768,-17.854664475011756,-0.0005356399342503204,score_neutral,49,-0.013184941347620494,False
long_tqqq,TQQQ,2026-07-24 14:48:00-04:00,2026-07-24 15:35:00-04:00,1,518.5474707523022,64.282125,64.02797000000001,-131.79143242904254,-0.003953742972871321,score_neutral,47,-0.012322632458089844,False
long_tqqq,TQQQ,2026-07-27 10:48:00-04:00,2026-07-27 10:59:00-04:00,1,535.0357314250106,62.301135,63.178395,469.3654457499046,0.014080963372497202,score_neutral,11,-0.001302303722075071,False
long_tqqq,TQQQ,2026-07-27 11:44:00-04:00,2026-07-27 12:00:00-04:00,1,535.7239909283713,62.221095,62.48874000000001,143.38384755202867,0.004301515426560876,score_neutral,16,-0.003071225281393697,False
long_tqqq,TQQQ,2026-07-28 09:54:00-04:00,2026-07-28 10:41:00-04:00,1,553.7090742202993,60.20008500000001,60.509730000000005,171.45324628694246,0.0051435973886082564,score_neutral,47,-0.013290429739426624,False
long_tqqq,TQQQ,2026-07-29 10:15:00-04:00,2026-07-29 11:09:00-04:00,2,1115.8567835816266,59.74482357196683,59.700135,-49.866046177763174,-0.0007479906926664004,score_neutral,54,-0.014977424293318942,False
long_sqqq,SQQQ,2026-07-31 09:42:00-04:00,2026-07-31 09:47:00-04:00,1,771.9340823872894,43.18158,43.81808000000001,491.3360434395192,0.014740081303185493,score_neutral,5,-0.0023523919226670076,False
long_sqqq,SQQQ,2026-08-03 10:24:00-04:00,2026-08-03 11:29:00-04:00,3,2363.974370086182,42.301643057303686,42.208885,-219.2776700848931,-0.002192776700848942,score_neutral,65,-0.01244649181464752,False
long_sqqq,SQQQ,2026-08-04 09:37:00-04:00,2026-08-04 10:29:00-04:00,1,846.4602387153305,39.37968,38.5727903568,-683.0000000000013,-0.020490000000000008,stop,52,-0.020052981639261613,False
long_sqqq,SQQQ,2026-08-05 09:37:00-04:00,2026-08-05 10:02:00-04:00,1,898.8715768470366,37.0835325,37.031475,-46.793007111711496,-0.0014037902133513525,score_neutral,25,-0.014926638933332348,False
